Entity,Code,Date,"Daily new confirmed cases of COVID-19 per million people (rolling 3-day average, right-aligned)"
Guatemala,GTM,"May 2, 2020",1.61867
Guatemala,GTM,"May 3, 2020",1.91633
Guatemala,GTM,"May 4, 2020",1.935
Guatemala,GTM,"May 5, 2020",1.6
Guatemala,GTM,"May 6, 2020",1.39533
Guatemala,GTM,"May 7, 2020",1.76767
Guatemala,GTM,"May 8, 2020",1.898
Guatemala,GTM,"May 9, 2020",2.54933
Guatemala,GTM,"May 10, 2020",3.14467
Guatemala,GTM,"May 11, 2020",4.09333
Guatemala,GTM,"May 12, 2020",3.98167
Guatemala,GTM,"May 13, 2020",4.31633
Guatemala,GTM,"May 14, 2020",5.39567
Guatemala,GTM,"May 15, 2020",7.51667
Guatemala,GTM,"May 16, 2020",8.261
Guatemala,GTM,"May 17, 2020",7.833
Guatemala,GTM,"May 18, 2020",7.33067
Guatemala,GTM,"May 19, 2020",6.661
Guatemala,GTM,"May 20, 2020",6.88433
Guatemala,GTM,"May 21, 2020",6.568
Guatemala,GTM,"May 22, 2020",9.50767
Guatemala,GTM,"May 23, 2020",11.34967
Guatemala,GTM,"May 24, 2020",14.68
Guatemala,GTM,"May 25, 2020",16.96833
Guatemala,GTM,"May 26, 2020",18.922
Guatemala,GTM,"May 27, 2020",16.74533
Guatemala,GTM,"May 28, 2020",13.415
Guatemala,GTM,"May 29, 2020",10.94033
Guatemala,GTM,"May 30, 2020",12.14967
Guatemala,GTM,"May 31, 2020",11.052
Guatemala,GTM,"Jun 1, 2020",13.74967
Guatemala,GTM,"Jun 2, 2020",13.56367
Guatemala,GTM,"Jun 3, 2020",15.759
Guatemala,GTM,"Jun 4, 2020",12.52167
Guatemala,GTM,"Jun 5, 2020",15.21933
Guatemala,GTM,"Jun 6, 2020",16.72667
Guatemala,GTM,"Jun 7, 2020",19.20133
Guatemala,GTM,"Jun 8, 2020",16.764
Guatemala,GTM,"Jun 9, 2020",18.922
Guatemala,GTM,"Jun 10, 2020",19.98267
Guatemala,GTM,"Jun 11, 2020",21.69433
Guatemala,GTM,"Jun 12, 2020",19.70367
Guatemala,GTM,"Jun 13, 2020",20.764
Guatemala,GTM,"Jun 14, 2020",23.62933
Guatemala,GTM,"Jun 15, 2020",23.88967
Guatemala,GTM,"Jun 16, 2020",24.00133
Guatemala,GTM,"Jun 17, 2020",22.606
Guatemala,GTM,"Jun 18, 2020",26.15967
Guatemala,GTM,"Jun 19, 2020",29.69467
Guatemala,GTM,"Jun 20, 2020",33.546
Guatemala,GTM,"Jun 21, 2020",27.983
Guatemala,GTM,"Jun 22, 2020",23.75967
Guatemala,GTM,"Jun 23, 2020",23.44333
Guatemala,GTM,"Jun 24, 2020",33.21133
Guatemala,GTM,"Jun 25, 2020",31.146
Guatemala,GTM,"Jun 26, 2020",34.42067
Guatemala,GTM,"Jun 27, 2020",23.96433
Guatemala,GTM,"Jun 28, 2020",29.36
Guatemala,GTM,"Jun 29, 2020",24.39233
Guatemala,GTM,"Jun 30, 2020",29.416
Guatemala,GTM,"Jul 1, 2020",31.61167
Guatemala,GTM,"Jul 2, 2020",38.719
Guatemala,GTM,"Jul 3, 2020",49.54733
Guatemala,GTM,"Jul 4, 2020",59.48267
Guernsey,GGY,"Mar 20, 2020",14.914
Guernsey,GGY,"Mar 21, 2020",7.457
Guernsey,GGY,"Mar 22, 2020",4.97133
Guernsey,GGY,"Mar 23, 2020",79.54033
Guernsey,GGY,"Mar 24, 2020",94.454
Guernsey,GGY,"Mar 25, 2020",109.36767
Guernsey,GGY,"Mar 26, 2020",64.62633
Guernsey,GGY,"Mar 27, 2020",69.59767
Guernsey,GGY,"Mar 28, 2020",64.62667
Guernsey,GGY,"Mar 29, 2020",44.74133
Guernsey,GGY,"Mar 30, 2020",54.684
Guernsey,GGY,"Mar 31, 2020",44.74133
Guernsey,GGY,"Apr 1, 2020",104.39667
Guernsey,GGY,"Apr 2, 2020",164.05167
Guernsey,GGY,"Apr 3, 2020",228.678
Guernsey,GGY,"Apr 4, 2020",268.448
Guernsey,GGY,"Apr 5, 2020",288.33333
Guernsey,GGY,"Apr 6, 2020",313.18967
Guernsey,GGY,"Apr 7, 2020",253.53467
Guernsey,GGY,"Apr 8, 2020",149.138
Guernsey,GGY,"Apr 9, 2020",134.22433
Guernsey,GGY,"Apr 10, 2020",129.253
Guernsey,GGY,"Apr 11, 2020",169.023
Guernsey,GGY,"Apr 12, 2020",139.19533
Guernsey,GGY,"Apr 13, 2020",134.224
Guernsey,GGY,"Apr 14, 2020",94.454
Guernsey,GGY,"Apr 15, 2020",69.59767
Guernsey,GGY,"Apr 16, 2020",24.85633
Guernsey,GGY,"Apr 17, 2020",74.569
Guernsey,GGY,"Apr 18, 2020",54.684
Guernsey,GGY,"Apr 19, 2020",79.54033
Guernsey,GGY,"Apr 20, 2020",24.85633
Guernsey,GGY,"Apr 21, 2020",24.85633
Guernsey,GGY,"Apr 22, 2020",0
Guernsey,GGY,"Apr 23, 2020",19.885
Guernsey,GGY,"Apr 24, 2020",29.82767
Guernsey,GGY,"Apr 25, 2020",29.82767
Guernsey,GGY,"Apr 26, 2020",9.94267
Guernsey,GGY,"Apr 27, 2020",9.94267
Guernsey,GGY,"Apr 28, 2020",9.94267
Guernsey,GGY,"Apr 29, 2020",9.94267
Guernsey,GGY,"Apr 30, 2020",19.885
Guernsey,GGY,"May 1, 2020",19.885
Guernsey,GGY,"May 2, 2020",24.85633
Guernsey,GGY,"May 3, 2020",4.97133
Guernsey,GGY,"May 4, 2020",4.97133
Guernsey,GGY,"May 5, 2020",0
Guernsey,GGY,"May 6, 2020",0
Guernsey,GGY,"May 7, 2020",0
Guernsey,GGY,"May 8, 2020",0
Guernsey,GGY,"May 9, 2020",0
Guernsey,GGY,"May 10, 2020",0
Guernsey,GGY,"May 11, 2020",0
Guernsey,GGY,"May 12, 2020",0
Guernsey,GGY,"May 13, 2020",0
Guernsey,GGY,"May 14, 2020",0
Guernsey,GGY,"May 15, 2020",0
Guernsey,GGY,"May 16, 2020",0
Guernsey,GGY,"May 17, 2020",0
Guernsey,GGY,"May 18, 2020",0
Guernsey,GGY,"May 19, 2020",0
Guernsey,GGY,"May 20, 2020",0
Guernsey,GGY,"May 21, 2020",0
Guernsey,GGY,"May 22, 2020",0
Guernsey,GGY,"May 23, 2020",0
Guernsey,GGY,"May 24, 2020",0
Guernsey,GGY,"May 25, 2020",0
Guernsey,GGY,"May 26, 2020",0
Guernsey,GGY,"May 27, 2020",0
Guernsey,GGY,"May 28, 2020",0
Guernsey,GGY,"May 29, 2020",0
Guernsey,GGY,"May 30, 2020",0
Guernsey,GGY,"May 31, 2020",0
Guernsey,GGY,"Jun 1, 2020",0
Guernsey,GGY,"Jun 2, 2020",0
Guernsey,GGY,"Jun 3, 2020",0
Guernsey,GGY,"Jun 4, 2020",0
Guernsey,GGY,"Jun 5, 2020",0
Guernsey,GGY,"Jun 6, 2020",0
Guernsey,GGY,"Jun 7, 2020",0
Guernsey,GGY,"Jun 8, 2020",0
Guernsey,GGY,"Jun 9, 2020",0
Guernsey,GGY,"Jun 10, 2020",0
Guernsey,GGY,"Jun 11, 2020",0
Guernsey,GGY,"Jun 12, 2020",0
Guernsey,GGY,"Jun 13, 2020",0
Guernsey,GGY,"Jun 14, 2020",0
Guernsey,GGY,"Jun 15, 2020",0
Guernsey,GGY,"Jun 16, 2020",0
Guernsey,GGY,"Jun 17, 2020",0
Guernsey,GGY,"Jun 18, 2020",0
Guernsey,GGY,"Jun 19, 2020",0
Guernsey,GGY,"Jun 20, 2020",0
Guernsey,GGY,"Jun 21, 2020",0
Guernsey,GGY,"Jun 22, 2020",0
Guernsey,GGY,"Jun 23, 2020",0
Guernsey,GGY,"Jun 24, 2020",0
Guernsey,GGY,"Jun 25, 2020",0
Guernsey,GGY,"Jun 26, 2020",0
Guernsey,GGY,"Jun 27, 2020",0
Guernsey,GGY,"Jun 28, 2020",0
Guernsey,GGY,"Jun 29, 2020",0
Guernsey,GGY,"Jun 30, 2020",0
Guernsey,GGY,"Jul 1, 2020",0
Guernsey,GGY,"Jul 2, 2020",0
Guernsey,GGY,"Jul 3, 2020",0
Guernsey,GGY,"Jul 4, 2020",0
Guinea,GIN,"Mar 14, 2020",0.076
Guinea,GIN,"Mar 15, 2020",0.038
Guinea,GIN,"Mar 16, 2020",0.038
Guinea,GIN,"Mar 17, 2020",0
Guinea,GIN,"Mar 18, 2020",0
Guinea,GIN,"Mar 19, 2020",0
Guinea,GIN,"Mar 20, 2020",0
Guinea,GIN,"Mar 21, 2020",0.02533
Guinea,GIN,"Mar 22, 2020",0.02533
Guinea,GIN,"Mar 23, 2020",0.02533
Guinea,GIN,"Mar 24, 2020",0
Guinea,GIN,"Mar 25, 2020",0.05067
Guinea,GIN,"Mar 26, 2020",0.05067
Guinea,GIN,"Mar 27, 2020",0.076
Guinea,GIN,"Mar 28, 2020",0.02533
Guinea,GIN,"Mar 29, 2020",0.10133
Guinea,GIN,"Mar 30, 2020",0.076
Guinea,GIN,"Mar 31, 2020",0.279
Guinea,GIN,"Apr 1, 2020",0.203
Guinea,GIN,"Apr 2, 2020",0.55833
Guinea,GIN,"Apr 3, 2020",0.91367
Guinea,GIN,"Apr 4, 2020",0.91367
Guinea,GIN,"Apr 5, 2020",2.056
Guinea,GIN,"Apr 6, 2020",1.75133
Guinea,GIN,"Apr 7, 2020",1.929
Guinea,GIN,"Apr 8, 2020",0.83733
Guinea,GIN,"Apr 9, 2020",1.09133
Guinea,GIN,"Apr 10, 2020",1.675
Guinea,GIN,"Apr 11, 2020",1.726
Guinea,GIN,"Apr 12, 2020",2.183
Guinea,GIN,"Apr 13, 2020",1.42167
Guinea,GIN,"Apr 14, 2020",2.716
Guinea,GIN,"Apr 15, 2020",2.868
Guinea,GIN,"Apr 16, 2020",3.90867
Guinea,GIN,"Apr 17, 2020",3.02033
Guinea,GIN,"Apr 18, 2020",2.89367
Guinea,GIN,"Apr 19, 2020",1.853
Guinea,GIN,"Apr 20, 2020",3.579
Guinea,GIN,"Apr 21, 2020",3.68033
Guinea,GIN,"Apr 22, 2020",5.35567
Guinea,GIN,"Apr 23, 2020",4.61967
Guinea,GIN,"Apr 24, 2020",6.092
Guinea,GIN,"Apr 25, 2020",6.75167
Guinea,GIN,"Apr 26, 2020",5.96467
Guinea,GIN,"Apr 27, 2020",5.88833
Guinea,GIN,"Apr 28, 2020",5.30467
Guinea,GIN,"Apr 29, 2020",6.193
Guinea,GIN,"Apr 30, 2020",6.523
Guinea,GIN,"May 1, 2020",8.42667
Guinea,GIN,"May 2, 2020",7.53833
Guinea,GIN,"May 3, 2020",5.96467
Guinea,GIN,"May 4, 2020",2.30967
Guinea,GIN,"May 5, 2020",4.391
Guinea,GIN,"May 6, 2020",5.711
Guinea,GIN,"May 7, 2020",6.85333
Guinea,GIN,"May 8, 2020",5.508
Guinea,GIN,"May 9, 2020",5.02567
Guinea,GIN,"May 10, 2020",4.721
Guinea,GIN,"May 11, 2020",5.55867
Guinea,GIN,"May 12, 2020",5.178
Guinea,GIN,"May 13, 2020",4.34033
Guinea,GIN,"May 14, 2020",5.787
Guinea,GIN,"May 15, 2020",6.599
Guinea,GIN,"May 16, 2020",8.071
Guinea,GIN,"May 17, 2020",7.208
Guinea,GIN,"May 18, 2020",4.69533
Guinea,GIN,"May 19, 2020",6.726
Guinea,GIN,"May 20, 2020",5.20333
Guinea,GIN,"May 21, 2020",5.20333
Guinea,GIN,"May 22, 2020",6.87867
Guinea,GIN,"May 23, 2020",5.178
Guinea,GIN,"May 24, 2020",7.94467
Guinea,GIN,"May 25, 2020",5.27933
Guinea,GIN,"May 26, 2020",5.27933
Guinea,GIN,"May 27, 2020",4.61933
Guinea,GIN,"May 28, 2020",4.34033
Guinea,GIN,"May 29, 2020",7.05633
Guinea,GIN,"May 30, 2020",7.564
Guinea,GIN,"May 31, 2020",6.59933
Guinea,GIN,"Jun 1, 2020",5.533
Guinea,GIN,"Jun 2, 2020",4.77167
Guinea,GIN,"Jun 3, 2020",3.50267
Guinea,GIN,"Jun 4, 2020",2.919
Guinea,GIN,"Jun 5, 2020",3.731
Guinea,GIN,"Jun 6, 2020",5.48233
Guinea,GIN,"Jun 7, 2020",5.863
Guinea,GIN,"Jun 8, 2020",4.41633
Guinea,GIN,"Jun 9, 2020",3.95933
Guinea,GIN,"Jun 10, 2020",3.57867
Guinea,GIN,"Jun 11, 2020",2.36033
Guinea,GIN,"Jun 12, 2020",3.95967
Guinea,GIN,"Jun 13, 2020",4.26433
Guinea,GIN,"Jun 14, 2020",5.73633
Guinea,GIN,"Jun 15, 2020",4.061
Guinea,GIN,"Jun 16, 2020",3.70567
Guinea,GIN,"Jun 17, 2020",3.93433
Guinea,GIN,"Jun 18, 2020",3.452
Guinea,GIN,"Jun 19, 2020",6.82767
Guinea,GIN,"Jun 20, 2020",6.726
Guinea,GIN,"Jun 21, 2020",7.41133
Guinea,GIN,"Jun 22, 2020",3.731
Guinea,GIN,"Jun 23, 2020",2.132
Guinea,GIN,"Jun 24, 2020",3.655
Guinea,GIN,"Jun 25, 2020",4.721
Guinea,GIN,"Jun 26, 2020",5.66
Guinea,GIN,"Jun 27, 2020",3.95933
Guinea,GIN,"Jun 28, 2020",2.96967
Guinea,GIN,"Jun 29, 2020",3.325
Guinea,GIN,"Jun 30, 2020",2.30967
Guinea,GIN,"Jul 1, 2020",2.538
Guinea,GIN,"Jul 2, 2020",1.57367
Guinea,GIN,"Jul 3, 2020",2.513
Guinea,GIN,"Jul 4, 2020",3.29967
Guinea-Bissau,GNB,"Mar 27, 2020",1.016
Guinea-Bissau,GNB,"Mar 28, 2020",0.508
Guinea-Bissau,GNB,"Mar 29, 2020",0.33867
Guinea-Bissau,GNB,"Mar 30, 2020",0
Guinea-Bissau,GNB,"Mar 31, 2020",0
Guinea-Bissau,GNB,"Apr 1, 2020",1.01633
Guinea-Bissau,GNB,"Apr 2, 2020",1.18567
Guinea-Bissau,GNB,"Apr 3, 2020",1.18567
Guinea-Bissau,GNB,"Apr 4, 2020",1.18567
Guinea-Bissau,GNB,"Apr 5, 2020",1.52433
Guinea-Bissau,GNB,"Apr 6, 2020",1.52433
Guinea-Bissau,GNB,"Apr 7, 2020",3.04867
Guinea-Bissau,GNB,"Apr 8, 2020",2.54067
Guinea-Bissau,GNB,"Apr 9, 2020",2.54067
Guinea-Bissau,GNB,"Apr 10, 2020",0.33867
Guinea-Bissau,GNB,"Apr 11, 2020",0.33867
Guinea-Bissau,GNB,"Apr 12, 2020",0.84667
Guinea-Bissau,GNB,"Apr 13, 2020",0.67733
Guinea-Bissau,GNB,"Apr 14, 2020",0.67733
Guinea-Bissau,GNB,"Apr 15, 2020",0.33867
Guinea-Bissau,GNB,"Apr 16, 2020",0.67733
Guinea-Bissau,GNB,"Apr 17, 2020",1.18533
Guinea-Bissau,GNB,"Apr 18, 2020",1.69367
Guinea-Bissau,GNB,"Apr 19, 2020",1.18567
Guinea-Bissau,GNB,"Apr 20, 2020",0.67767
Guinea-Bissau,GNB,"Apr 21, 2020",0
Guinea-Bissau,GNB,"Apr 22, 2020",0
Guinea-Bissau,GNB,"Apr 23, 2020",0
Guinea-Bissau,GNB,"Apr 24, 2020",0.33867
Guinea-Bissau,GNB,"Apr 25, 2020",0.33867
Guinea-Bissau,GNB,"Apr 26, 2020",0.33867
Guinea-Bissau,GNB,"Apr 27, 2020",0.16933
Guinea-Bissau,GNB,"Apr 28, 2020",3.557
Guinea-Bissau,GNB,"Apr 29, 2020",3.557
Guinea-Bissau,GNB,"Apr 30, 2020",4.06533
Guinea-Bissau,GNB,"May 1, 2020",22.358
Guinea-Bissau,GNB,"May 2, 2020",31.16567
Guinea-Bissau,GNB,"May 3, 2020",30.488
Guinea-Bissau,GNB,"May 4, 2020",14.736
Guinea-Bissau,GNB,"May 5, 2020",26.423
Guinea-Bissau,GNB,"May 6, 2020",36.92433
Guinea-Bissau,GNB,"May 7, 2020",30.996
Guinea-Bissau,GNB,"May 8, 2020",25.576
Guinea-Bissau,GNB,"May 9, 2020",20.156
Guinea-Bissau,GNB,"May 10, 2020",28.11667
Guinea-Bissau,GNB,"May 11, 2020",27.439
Guinea-Bissau,GNB,"May 12, 2020",28.286
Guinea-Bissau,GNB,"May 13, 2020",30.31867
Guinea-Bissau,GNB,"May 14, 2020",15.92167
Guinea-Bissau,GNB,"May 15, 2020",25.74533
Guinea-Bissau,GNB,"May 16, 2020",15.752
Guinea-Bissau,GNB,"May 17, 2020",15.752
Guinea-Bissau,GNB,"May 18, 2020",13.042
Guinea-Bissau,GNB,"May 19, 2020",13.042
Guinea-Bissau,GNB,"May 20, 2020",21.172
Guinea-Bissau,GNB,"May 21, 2020",8.13
Guinea-Bissau,GNB,"May 22, 2020",16.76833
Guinea-Bissau,GNB,"May 23, 2020",8.63833
Guinea-Bissau,GNB,"May 24, 2020",12.87267
Guinea-Bissau,GNB,"May 25, 2020",14.22767
Guinea-Bissau,GNB,"May 26, 2020",14.22767
Guinea-Bissau,GNB,"May 27, 2020",9.99333
Guinea-Bissau,GNB,"May 28, 2020",0.847
Guinea-Bissau,GNB,"May 29, 2020",0.847
Guinea-Bissau,GNB,"May 30, 2020",14.05833
Guinea-Bissau,GNB,"May 31, 2020",13.21133
Guinea-Bissau,GNB,"Jun 1, 2020",24.39033
Guinea-Bissau,GNB,"Jun 2, 2020",14.05833
Guinea-Bissau,GNB,"Jun 3, 2020",14.05833
Guinea-Bissau,GNB,"Jun 4, 2020",2.87933
Guinea-Bissau,GNB,"Jun 5, 2020",1.18567
Guinea-Bissau,GNB,"Jun 6, 2020",4.912
Guinea-Bissau,GNB,"Jun 7, 2020",4.912
Guinea-Bissau,GNB,"Jun 8, 2020",3.72633
Guinea-Bissau,GNB,"Jun 9, 2020",3.557
Guinea-Bissau,GNB,"Jun 10, 2020",3.557
Guinea-Bissau,GNB,"Jun 11, 2020",3.557
Guinea-Bissau,GNB,"Jun 12, 2020",0
Guinea-Bissau,GNB,"Jun 13, 2020",0
Guinea-Bissau,GNB,"Jun 14, 2020",12.02567
Guinea-Bissau,GNB,"Jun 15, 2020",12.02567
Guinea-Bissau,GNB,"Jun 16, 2020",12.02567
Guinea-Bissau,GNB,"Jun 17, 2020",5.42
Guinea-Bissau,GNB,"Jun 18, 2020",5.42
Guinea-Bissau,GNB,"Jun 19, 2020",8.80767
Guinea-Bissau,GNB,"Jun 20, 2020",3.38767
Guinea-Bissau,GNB,"Jun 21, 2020",8.29967
Guinea-Bissau,GNB,"Jun 22, 2020",4.912
Guinea-Bissau,GNB,"Jun 23, 2020",7.45267
Guinea-Bissau,GNB,"Jun 24, 2020",2.54067
Guinea-Bissau,GNB,"Jun 25, 2020",2.54067
Guinea-Bissau,GNB,"Jun 26, 2020",0
Guinea-Bissau,GNB,"Jun 27, 2020",0
Guinea-Bissau,GNB,"Jun 28, 2020",9.824
Guinea-Bissau,GNB,"Jun 29, 2020",9.824
Guinea-Bissau,GNB,"Jun 30, 2020",9.824
Guinea-Bissau,GNB,"Jul 1, 2020",6.775
Guinea-Bissau,GNB,"Jul 2, 2020",6.775
Guinea-Bissau,GNB,"Jul 3, 2020",6.775
Guinea-Bissau,GNB,"Jul 4, 2020",9.485
Guyana,GUY,"Mar 13, 2020",1.271
Guyana,GUY,"Mar 14, 2020",1.271
Guyana,GUY,"Mar 15, 2020",1.271
Guyana,GUY,"Mar 16, 2020",3.814
Guyana,GUY,"Mar 17, 2020",1.907
Guyana,GUY,"Mar 18, 2020",1.27133
Guyana,GUY,"Mar 19, 2020",0.42367
Guyana,GUY,"Mar 20, 2020",0.42367
Guyana,GUY,"Mar 21, 2020",0.42367
Guyana,GUY,"Mar 22, 2020",0
Guyana,GUY,"Mar 23, 2020",0
Guyana,GUY,"Mar 24, 2020",0
Guyana,GUY,"Mar 25, 2020",0
Guyana,GUY,"Mar 26, 2020",0
Guyana,GUY,"Mar 27, 2020",0
Guyana,GUY,"Mar 28, 2020",0
Guyana,GUY,"Mar 29, 2020",1.27133
Guyana,GUY,"Mar 30, 2020",1.27133
Guyana,GUY,"Mar 31, 2020",1.27133
Guyana,GUY,"Apr 1, 2020",1.695
Guyana,GUY,"Apr 2, 2020",4.66167
Guyana,GUY,"Apr 3, 2020",4.66167
Guyana,GUY,"Apr 4, 2020",4.66167
Guyana,GUY,"Apr 5, 2020",2.11867
Guyana,GUY,"Apr 6, 2020",4.23767
Guyana,GUY,"Apr 7, 2020",3.39033
Guyana,GUY,"Apr 8, 2020",3.81433
Guyana,GUY,"Apr 9, 2020",3.39033
Guyana,GUY,"Apr 10, 2020",2.54267
Guyana,GUY,"Apr 11, 2020",2.96633
Guyana,GUY,"Apr 12, 2020",3.39033
Guyana,GUY,"Apr 13, 2020",3.39033
Guyana,GUY,"Apr 14, 2020",2.96667
Guyana,GUY,"Apr 15, 2020",1.27133
Guyana,GUY,"Apr 16, 2020",4.238
Guyana,GUY,"Apr 17, 2020",4.238
Guyana,GUY,"Apr 18, 2020",6.357
Guyana,GUY,"Apr 19, 2020",3.39033
Guyana,GUY,"Apr 20, 2020",3.39033
Guyana,GUY,"Apr 21, 2020",1.27133
Guyana,GUY,"Apr 22, 2020",1.695
Guyana,GUY,"Apr 23, 2020",0.84733
Guyana,GUY,"Apr 24, 2020",1.695
Guyana,GUY,"Apr 25, 2020",2.54267
Guyana,GUY,"Apr 26, 2020",2.96633
Guyana,GUY,"Apr 27, 2020",1.695
Guyana,GUY,"Apr 28, 2020",0.42367
Guyana,GUY,"Apr 29, 2020",0.42367
Guyana,GUY,"Apr 30, 2020",1.695
Guyana,GUY,"May 1, 2020",3.39
Guyana,GUY,"May 2, 2020",2.96633
Guyana,GUY,"May 3, 2020",1.695
Guyana,GUY,"May 4, 2020",0
Guyana,GUY,"May 5, 2020",4.238
Guyana,GUY,"May 6, 2020",4.66167
Guyana,GUY,"May 7, 2020",4.66167
Guyana,GUY,"May 8, 2020",0.42367
Guyana,GUY,"May 9, 2020",0.42367
Guyana,GUY,"May 10, 2020",1.695
Guyana,GUY,"May 11, 2020",4.66167
Guyana,GUY,"May 12, 2020",6.357
Guyana,GUY,"May 13, 2020",6.78067
Guyana,GUY,"May 14, 2020",3.814
Guyana,GUY,"May 15, 2020",1.695
Guyana,GUY,"May 16, 2020",1.27133
Guyana,GUY,"May 17, 2020",1.695
Guyana,GUY,"May 18, 2020",1.695
Guyana,GUY,"May 19, 2020",3.39033
Guyana,GUY,"May 20, 2020",3.39033
Guyana,GUY,"May 21, 2020",3.39033
Guyana,GUY,"May 22, 2020",1.27133
Guyana,GUY,"May 23, 2020",0.84767
Guyana,GUY,"May 24, 2020",0.84767
Guyana,GUY,"May 25, 2020",3.39033
Guyana,GUY,"May 26, 2020",4.238
Guyana,GUY,"May 27, 2020",5.08567
Guyana,GUY,"May 28, 2020",1.69533
Guyana,GUY,"May 29, 2020",5.50933
Guyana,GUY,"May 30, 2020",4.66167
Guyana,GUY,"May 31, 2020",5.50933
Guyana,GUY,"Jun 1, 2020",1.27133
Guyana,GUY,"Jun 2, 2020",1.27133
Guyana,GUY,"Jun 3, 2020",0.42367
Guyana,GUY,"Jun 4, 2020",0
Guyana,GUY,"Jun 5, 2020",0
Guyana,GUY,"Jun 6, 2020",0
Guyana,GUY,"Jun 7, 2020",0.42367
Guyana,GUY,"Jun 8, 2020",0.42367
Guyana,GUY,"Jun 9, 2020",0.42367
Guyana,GUY,"Jun 10, 2020",0.84767
Guyana,GUY,"Jun 11, 2020",0.84767
Guyana,GUY,"Jun 12, 2020",1.69533
Guyana,GUY,"Jun 13, 2020",1.27133
Guyana,GUY,"Jun 14, 2020",1.27133
Guyana,GUY,"Jun 15, 2020",0.42367
Guyana,GUY,"Jun 16, 2020",0
Guyana,GUY,"Jun 17, 2020",5.08533
Guyana,GUY,"Jun 18, 2020",5.08533
Guyana,GUY,"Jun 19, 2020",10.17067
Guyana,GUY,"Jun 20, 2020",5.08533
Guyana,GUY,"Jun 21, 2020",5.08533
Guyana,GUY,"Jun 22, 2020",0.42367
Guyana,GUY,"Jun 23, 2020",9.32333
Guyana,GUY,"Jun 24, 2020",9.747
Guyana,GUY,"Jun 25, 2020",10.59467
Guyana,GUY,"Jun 26, 2020",4.23767
Guyana,GUY,"Jun 27, 2020",10.17067
Guyana,GUY,"Jun 28, 2020",8.89933
Guyana,GUY,"Jun 29, 2020",6.35667
Guyana,GUY,"Jun 30, 2020",2.119
Guyana,GUY,"Jul 1, 2020",6.357
Guyana,GUY,"Jul 2, 2020",7.62833
Guyana,GUY,"Jul 3, 2020",6.357
Guyana,GUY,"Jul 4, 2020",4.66167
Haiti,HTI,"Mar 20, 2020",0.175
Haiti,HTI,"Mar 21, 2020",0.0875
Haiti,HTI,"Mar 22, 2020",0.05833
Haiti,HTI,"Mar 23, 2020",0
Haiti,HTI,"Mar 24, 2020",0.08767
Haiti,HTI,"Mar 25, 2020",0.146
Haiti,HTI,"Mar 26, 2020",0.17533
Haiti,HTI,"Mar 27, 2020",0.08767
Haiti,HTI,"Mar 28, 2020",0.02933
Haiti,HTI,"Mar 29, 2020",0
Haiti,HTI,"Mar 30, 2020",0.20467
Haiti,HTI,"Mar 31, 2020",0.20467
Haiti,HTI,"Apr 1, 2020",0.20467
Haiti,HTI,"Apr 2, 2020",0.02933
Haiti,HTI,"Apr 3, 2020",0.08767
Haiti,HTI,"Apr 4, 2020",0.08767
Haiti,HTI,"Apr 5, 2020",0.146
Haiti,HTI,"Apr 6, 2020",0.08767
Haiti,HTI,"Apr 7, 2020",0.17533
Haiti,HTI,"Apr 8, 2020",0.117
Haiti,HTI,"Apr 9, 2020",0.17533
Haiti,HTI,"Apr 10, 2020",0.17533
Haiti,HTI,"Apr 11, 2020",0.17533
Haiti,HTI,"Apr 12, 2020",0.17533
Haiti,HTI,"Apr 13, 2020",0.08767
Haiti,HTI,"Apr 14, 2020",0.263
Haiti,HTI,"Apr 15, 2020",0.20467
Haiti,HTI,"Apr 16, 2020",0.234
Haiti,HTI,"Apr 17, 2020",0.08767
Haiti,HTI,"Apr 18, 2020",0.117
Haiti,HTI,"Apr 19, 2020",0.08767
Haiti,HTI,"Apr 20, 2020",0.117
Haiti,HTI,"Apr 21, 2020",0.38
Haiti,HTI,"Apr 22, 2020",0.40933
Haiti,HTI,"Apr 23, 2020",0.43867
Haiti,HTI,"Apr 24, 2020",0.43867
Haiti,HTI,"Apr 25, 2020",0.40933
Haiti,HTI,"Apr 26, 2020",0.29233
Haiti,HTI,"Apr 27, 2020",0
Haiti,HTI,"Apr 28, 2020",0.117
Haiti,HTI,"Apr 29, 2020",0.117
Haiti,HTI,"Apr 30, 2020",0.117
Haiti,HTI,"May 1, 2020",0.146
Haiti,HTI,"May 2, 2020",0.263
Haiti,HTI,"May 3, 2020",0.263
Haiti,HTI,"May 4, 2020",0.117
Haiti,HTI,"May 5, 2020",0.43833
Haiti,HTI,"May 6, 2020",0.46767
Haiti,HTI,"May 7, 2020",0.67233
Haiti,HTI,"May 8, 2020",0.848
Haiti,HTI,"May 9, 2020",1.31567
Haiti,HTI,"May 10, 2020",1.257
Haiti,HTI,"May 11, 2020",1.54933
Haiti,HTI,"May 12, 2020",1.84167
Haiti,HTI,"May 13, 2020",1.988
Haiti,HTI,"May 14, 2020",1.52
Haiti,HTI,"May 15, 2020",1.87067
Haiti,HTI,"May 16, 2020",2.66
Haiti,HTI,"May 17, 2020",3.625
Haiti,HTI,"May 18, 2020",5.35
Haiti,HTI,"May 19, 2020",6.51933
Haiti,HTI,"May 20, 2020",6.95767
Haiti,HTI,"May 21, 2020",4.09267
Haiti,HTI,"May 22, 2020",5.876
Haiti,HTI,"May 23, 2020",6.31467
